case_id,variant_id,question_id,skill,answer_type,gold_answer,pred_answer,gold_decision,pred_decision,answer_correct,decision_correct,evidence_precision,evidence_recall,evidence_f1,missing_information_correct,unsupported_evidence_rate
notice_005,B,Q1,executor_extraction,status,ООО «ОблакоСервис»,ООО «ОблакоСервис»,executor_oblakoservice,answered,True,,1.0,1.0,1.0,True,0.0
notice_005,A,Q2,subject_extraction,status,managed_backup_services,"Исполнитель оказывает услуги по управляемому резервному копированию корпоративных данных заказчика и сопровождению работ, связанных с восстановлением копий по запросу.",managed_backup_services,answered,False,,1.0,1.0,1.0,True,0.0
notice_005,B,Q2,subject_extraction,status,managed_backup_services,"Исполнитель оказывает услуги по управляемому резервному копированию корпоративных данных заказчика и сопровождению работ, связанных с восстановлением копий по запросу.",managed_backup_services,,False,,1.0,1.0,1.0,True,0.0
notice_005,A,Q3,date_extraction,date,2026-10-31,2026-10-31,initial_term_ends_2026_10_31,supported,True,,1.0,1.0,1.0,True,0.0
notice_005,B,Q3,date_extraction,date,2026-10-31,2026-10-31,initial_term_ends_2026_10_31,,True,,1.0,1.0,1.0,True,0.0
notice_005,A,Q4,date_extraction,date,2026-10-18,2026-10-18,notice_dated_2026_10_18,answered,True,,1.0,1.0,1.0,True,0.0
notice_005,B,Q4,date_extraction,date,2026-10-18,2026-10-18,notice_dated_2026_10_18,supported,True,,1.0,1.0,1.0,True,0.0
notice_005,A,Q5,dispatch_timing,boolean,true,true,notice_sent_by_deadline,notice_sent_by_deadline,True,True,0.3333333333333333,0.5,0.4,True,0.6666666666666666
notice_005,B,Q5,dispatch_timing,boolean,true,true,notice_sent_by_deadline,notice_sent_by_deadline,True,True,0.3333333333333333,0.5,0.4,True,0.6666666666666666
notice_005,A,Q6,receipt_timing,boolean,true,true,notice_received_in_time,notice_received_in_time,True,True,0.5,1.0,0.6666666666666666,True,0.5
notice_005,B,Q6,receipt_timing,boolean,false,false,notice_received_late,notice_received_late,True,True,1.0,1.0,1.0,True,0.0
notice_005,A,Q7,renewal_logic,boolean,false,false,auto_renewal_not_triggered,auto_renewal_not_triggered,True,True,0.6666666666666666,1.0,0.8,True,0.3333333333333333
notice_005,B,Q7,renewal_logic,boolean,true,true,auto_renewal_triggered,auto_renewal_triggered,True,True,1.0,1.0,1.0,True,0.0
notice_005,A,Q8,payment_basis,boolean,false,false,november_payment_basis_absent,november_payment_basis_absent,True,True,0.3333333333333333,1.0,0.5,True,0.6666666666666666
notice_005,B,Q8,payment_basis,boolean,true,true,november_payment_basis_present,november_payment_basis_present,True,True,0.5,1.0,0.6666666666666666,True,0.5
notice_005,A,Q9,internal_memo_logic,boolean,false,false,internal_memo_not_termination_notice,internal_memo_not_termination_notice,True,True,0.5,1.0,0.6666666666666666,True,0.5
notice_005,B,Q9,internal_memo_logic,boolean,false,false,internal_memo_not_termination_notice,internal_memo_not_termination_notice,True,True,0.5,1.0,0.6666666666666666,True,0.5
notice_005,A,Q10,dispatch_email_logic,boolean,false,false,dispatch_email_not_timely_receipt_proof,dispatch_email_not_timely_receipt_proof,True,True,1.0,1.0,1.0,True,0.0
notice_005,B,Q10,dispatch_email_logic,boolean,false,false,dispatch_email_not_timely_receipt_proof,dispatch_email_not_timely_receipt_proof,True,True,0.3333333333333333,1.0,0.5,True,0.6666666666666666
notice_005,A,Q11,contract_term,boolean,true,true,contract_in_force_in_october,supported,True,,0.25,1.0,0.4,True,0.75
notice_005,B,Q11,contract_term,boolean,true,true,contract_in_force_in_october,supported,True,,1.0,1.0,1.0,True,0.0
notice_005,A,Q12,controlling_document,status,delivery_confirmation,"Документ, непосредственно подтверждающий дату получения уведомления, — delivery_confirmation_A: извещение о вручении с датой вручения 19 октября 2026 г.",delivery_confirmation_is_controlling_document,answered,False,,1.0,1.0,1.0,True,0.0
notice_005,B,Q12,controlling_document,status,delivery_confirmation,Документ `delivery_confirmation_B` непосредственно подтверждает дату получения уведомления: дата вручения адресату указана как 22 октября 2026 г.,delivery_confirmation_is_controlling_document,answered,False,,1.0,1.0,1.0,True,0.0
notice_005,A,Q13,status_conclusion,status,expired_without_renewal,Договор прекратился 31 октября 2026 года и на 1 ноября 2026 года не был продлён.,expired_without_renewal,expired_without_renewal,False,True,0.6666666666666666,1.0,0.8,True,0.3333333333333333
notice_005,B,Q13,status_conclusion,status,automatically_renewed,Договор на 1 ноября 2026 года автоматически продлён на один год.,automatically_renewed,automatically_renewed,False,True,0.3333333333333333,1.0,0.5,True,0.6666666666666666
notice_005,A,Q14,internal_request_logic,boolean,false,false,payment_request_not_contract_proof,payment_request_not_contract_proof,True,True,0.16666666666666666,1.0,0.2857142857142857,True,0.8333333333333334
notice_005,B,Q14,internal_request_logic,boolean,false,false,payment_request_not_contract_proof,payment_request_not_contract_proof,True,True,0.5,1.0,0.6666666666666666,True,0.5
notice_005,A,Q15,invoice_logic,boolean,false,false,november_invoice_not_payable,november_invoice_not_payable,True,True,0.42857142857142855,1.0,0.6,True,0.5714285714285714
notice_005,B,Q15,invoice_logic,boolean,true,true,november_invoice_payable,november_invoice_payable,True,True,0.375,1.0,0.5454545454545454,True,0.625
notice_005,A,Q16,overall_conclusion,boolean,false,false,contract_not_active_in_november,contract_not_active_in_november,True,True,0.25,1.0,0.4,True,0.75
notice_005,B,Q16,overall_conclusion,boolean,true,true,contract_active_in_november,contract_active_in_november,True,True,0.6666666666666666,1.0,0.8,True,0.3333333333333333
reconciliation_006,A,Q1,supplier_extraction,status,ООО «СеверТех»,ООО «СеверТех»,supplier_severtekh,supported,True,,0.0,0.0,0.0,True,1.0
reconciliation_006,B,Q1,supplier_extraction,status,ООО «СеверТех»,ООО «СеверТех»,supplier_severtekh,,True,,0.0,0.0,0.0,True,1.0
reconciliation_006,A,Q2,amount_extraction,money,32000,32000,unit_price_32000,answered,True,,0.0,0.0,0.0,True,1.0
reconciliation_006,B,Q2,amount_extraction,money,32000,32000,unit_price_32000,answerable,True,,0.0,0.0,0.0,True,1.0
reconciliation_006,A,Q3,quantity_extraction,integer,50,50,order_quantity_50,supported,True,,1.0,1.0,1.0,True,0.0
reconciliation_006,B,Q3,quantity_extraction,integer,50,50,order_quantity_50,,True,,0.5,1.0,0.6666666666666666,True,0.5
reconciliation_006,A,Q4,amount_extraction,money,1600000,1600000,order_total_1600000,order_total_1600000,True,True,0.5,1.0,0.6666666666666666,True,0.5
reconciliation_006,B,Q4,amount_extraction,money,1600000,1600000,order_total_1600000,order_total_1600000,True,True,0.5,1.0,0.6666666666666666,True,0.5
reconciliation_006,A,Q5,amount_extraction,money,32000,32000,invoice_unit_price_32000,supported,True,,1.0,1.0,1.0,True,0.0
