replicate,sampled_cases,delta_answer,delta_decision,delta_evidence_f1,delta_format_success,delta_ab_flip,delta_ab_invariant,delta_ac_nuisance_flip,delta_ac_causal_invariant
11,iplic_016|finset_011|asset_scope_010|asset_scope_010|procure_021|iplic_016|infosec_029|iplic_016|iplic_016|it_023|shipping_027|procurement_002|amendment_007|procure_021|privacy_018|privacy_018|asset_scope_010|amendment_007|iplic_015|procurement_002|hr_030|property_026|shipping_027|asset_scope_010|finset_012|finset_011|finset_011|logistics_014|it_023|authority_003,0.41337907375643224,0.38130563798219586,0.2171540199842088,0.1938250428816467,0.7087378640776699,0.5130890052356021,0.017241379310344862,0.6336206896551724
12,iplic_016|finance_028|hr_019|it_023|finset_012|shipping_027|trip_001|approval_chain_009|it_023|property_026|shipping_027|shipping_027|logistics_014|asset_scope_010|amendment_007|privacy_018|logistics_014|reconciliation_006|acceptance_004|approval_chain_009|trip_001|property_025|shipping_027|finset_012|finance_028|iplic_016|it_024|it_024|finset_011|shipping_027,0.4805743243243243,0.316017316017316,0.2763913873288874,0.22972972972972971,0.7857142857142857,0.5357142857142857,0.049180327868852514,0.6652719665271967
13,iplic_015|sla_008|amendment_007|finance_028|iplic_015|acceptance_004|iplic_015|hr_019|trip_001|property_026|property_026|it_023|hr_020|iplic_016|procure_022|procurement_002|property_026|logistics_014|procure_021|procure_022|it_024|authority_003|finset_011|hr_020|finset_011|amendment_007|notice_005|procurement_002|logistics_014|amendment_007,0.4835924006908463,0.2859116022099447,0.23126285056336876,0.18566493955094987,0.693069306930693,0.547486033519553,0.09259259259259267,0.6467889908256881
14,procurement_002|hr_030|amendment_007|amendment_007|notice_005|it_024|logistics_013|trip_001|shipping_027|logistics_013|finance_028|amendment_007|logistics_013|approval_chain_009|shipping_027|finance_028|approval_chain_009|privacy_017|approval_chain_009|procure_021|shipping_027|finset_012|iplic_015|asset_scope_010|sla_008|notice_005|finset_012|notice_005|privacy_017|amendment_007,0.43839285714285714,0.24074074074074076,0.28974921407957127,0.20357142857142863,0.6923076923076923,0.5,0.04347826086956519,0.6460674157303371
15,privacy_017|approval_chain_009|iplic_016|procure_021|notice_005|notice_005|logistics_013|hr_030|trip_001|hr_019|finset_011|procure_021|procure_022|hr_030|finset_012|hr_019|iplic_015|authority_003|procure_021|privacy_018|hr_020|it_023|hr_030|trip_001|property_025|trip_001|approval_chain_009|acceptance_004|it_023|privacy_017,0.5008503401360545,0.28435374149659864,0.2591328739287923,0.2159863945578231,0.5940594059405941,0.5544041450777202,0.08771929824561409,0.6371308016877637
16,notice_005|asset_scope_010|approval_chain_009|logistics_014|finset_011|logistics_013|hr_019|authority_003|trip_001|infosec_029|sla_008|approval_chain_009|sla_008|finset_012|infosec_029|hr_020|finance_028|it_023|reconciliation_006|logistics_014|procure_022|hr_020|privacy_017|property_026|privacy_018|logistics_013|acceptance_004|procure_021|reconciliation_006|logistics_014,0.4826388888888889,0.24893314366998587,0.2405331840227673,0.19704861111111116,0.6666666666666666,0.5508982035928143,0.11764705882352944,0.6403940886699507
17,hr_020|trip_001|procure_021|asset_scope_010|sla_008|authority_003|hr_019|asset_scope_010|sla_008|asset_scope_010|procurement_002|logistics_014|authority_003|hr_019|hr_020|privacy_017|finset_011|procure_022|hr_030|finset_011|procure_021|privacy_018|shipping_027|hr_019|logistics_013|it_024|hr_019|sla_008|trip_001|shipping_027,0.4678819444444444,0.24655647382920104,0.22579433972663127,0.1796875,0.6210526315789474,0.5906432748538011,0.14,0.6462264150943396
18,amendment_007|approval_chain_009|privacy_018|iplic_016|reconciliation_006|hr_019|amendment_007|acceptance_004|hr_030|property_025|authority_003|privacy_018|hr_019|finance_028|procurement_002|it_023|logistics_014|procure_022|iplic_016|logistics_014|acceptance_004|asset_scope_010|approval_chain_009|sla_008|procure_022|sla_008|authority_003|logistics_014|amendment_007|reconciliation_006,0.4918772563176895,0.18900804289544237,0.12091049744479343,0.14981949458483756,0.6623376623376623,0.6691729323308271,0.19444444444444448,0.6790123456790123
19,infosec_029|notice_005|logistics_014|authority_003|iplic_016|authority_003|amendment_007|hr_020|infosec_029|sla_008|trip_001|property_026|shipping_027|amendment_007|sla_008|infosec_029|finset_011|procure_021|finset_012|procure_021|asset_scope_010|infosec_029|property_025|logistics_014|sla_008|shipping_027|iplic_016|privacy_017|procurement_002|authority_003,0.4456140350877193,0.30703012912482064,0.2282504873294347,0.18771929824561406,0.6703296703296703,0.5341614906832298,0.061224489795918324,0.6358974358974359
20,trip_001|trip_001|finset_012|shipping_027|finance_028|property_026|property_026|finance_028|sla_008|iplic_016|acceptance_004|finance_028|procurement_002|trip_001|hr_030|property_026|trip_001|iplic_016|property_026|procure_021|shipping_027|procurement_002|property_026|finset_012|hr_019|finance_028|property_026|procure_022|asset_scope_010|iplic_015,0.475298126064736,0.3595342066957788,0.2787519266650442,0.22827938671209536,0.7352941176470589,0.5104166666666667,0.03389830508474578,0.6510638297872341
21,shipping_027|amendment_007|shipping_027|it_024|finset_012|finset_011|reconciliation_006|trip_001|it_023|infosec_029|hr_020|reconciliation_006|property_026|shipping_027|finset_012|finset_012|acceptance_004|procure_021|finset_011|iplic_015|hr_030|hr_019|shipping_027|approval_chain_009|property_025|hr_019|infosec_029|privacy_018|logistics_013|iplic_015,0.46339434276206326,0.33024691358024694,0.3113332036792936,0.24126455906821964,0.6833333333333333,0.48611111111111116,0.02857142857142858,0.612781954887218
22,procure_021|reconciliation_006|logistics_014|hr_030|acceptance_004|asset_scope_010|sla_008|hr_019|finance_028|notice_005|hr_019|amendment_007|asset_scope_010|privacy_017|iplic_016|infosec_029|procurement_002|property_026|hr_030|iplic_016|privacy_017|logistics_013|asset_scope_010|iplic_015|sla_008|notice_005|finset_011|hr_019|amendment_007|procure_022,0.47363796133567665,0.24566088117489981,0.16876098418277685,0.148506151142355,0.5977011494252873,0.6303030303030304,0.15555555555555556,0.6650246305418719
23,iplic_016|acceptance_004|logistics_013|trip_001|property_026|logistics_014|procure_021|procurement_002|procurement_002|procurement_002|procure_021|finset_011|infosec_029|iplic_016|approval_chain_009|procure_021|trip_001|hr_030|privacy_017|hr_030|procure_021|shipping_027|asset_scope_010|procurement_002|sla_008|hr_020|logistics_013|hr_020|procure_021|iplic_016,0.46107266435986155,0.37518248175182484,0.248626464846188,0.20847750865051906,0.6224489795918368,0.5109890109890111,0.036363636363636376,0.6380090497737556
24,hr_030|iplic_015|procure_022|hr_020|logistics_014|authority_003|finset_011|iplic_016|procure_021|iplic_015|procure_021|procurement_002|sla_008|finance_028|privacy_017|notice_005|hr_020|iplic_015|logistics_014|reconciliation_006|acceptance_004|hr_020|hr_020|finset_011|iplic_016|property_026|notice_005|privacy_017|privacy_018|hr_030,0.4915824915824916,0.3447368421052632,0.2534525145636258,0.19528619528619529,0.6754385964912281,0.5288461538461537,0.08064516129032262,0.6468253968253967
25,it_023|it_023|it_023|procure_021|finset_011|logistics_013|it_024|property_026|sla_008|property_026|procurement_002|finance_028|procure_021|approval_chain_009|hr_020|logistics_013|procure_021|privacy_018|privacy_017|hr_030|approval_chain_009|reconciliation_006|property_025|finset_012|procure_021|hr_020|finset_012|property_026|finset_011|authority_003,0.4582637729549248,0.3938411669367909,0.3257166224611967,0.24707846410684475,0.6974789915966387,0.4608294930875576,0.014084507042253502,0.6264150943396227
26,acceptance_004|amendment_007|finset_012|it_024|privacy_017|shipping_027|property_025|approval_chain_009|it_023|iplic_016|sla_008|privacy_018|notice_005|finset_011|procure_022|procure_022|iplic_015|it_024|iplic_015|finset_012|authority_003|privacy_018|procure_022|acceptance_004|sla_008|property_025|shipping_027|property_025|sla_008|asset_scope_010,0.46206896551724136,0.34553440702781846,0.27800585908344505,0.22327586206896555,0.6947368421052632,0.5621621621621622,0.07272727272727275,0.6488888888888888
27,property_025|iplic_016|finset_012|finance_028|property_026|procure_022|logistics_013|it_023|amendment_007|logistics_014|finset_012|trip_001|shipping_027|asset_scope_010|it_023|authority_003|property_026|it_023|procure_021|logistics_013|logistics_014|privacy_017|hr_030|property_025|sla_008|it_023|privacy_017|reconciliation_006|procurement_002|sla_008,0.4906779661016949,0.3379501385041551,0.23737086359967707,0.20847457627118648,0.6909090909090909,0.5505050505050505,0.08333333333333337,0.6625000000000001
28,logistics_013|iplic_016|reconciliation_006|trip_001|logistics_014|it_023|sla_008|finance_028|procurement_002|shipping_027|it_024|it_023|hr_019|property_025|finset_012|reconciliation_006|privacy_018|hr_019|property_025|property_025|logistics_013|it_024|privacy_018|finset_012|hr_019|it_023|approval_chain_009|procure_022|hr_020|finset_012,0.49250000000000005,0.3145604395604396,0.2711530182780183,0.23333333333333328,0.7083333333333333,0.5601851851851851,0.0757575757575758,0.6541353383458647
29,hr_019|hr_030|hr_030|sla_008|logistics_014|approval_chain_009|authority_003|authority_003|finset_012|iplic_015|procure_022|authority_003|procure_022|finset_011|approval_chain_009|iplic_016|iplic_016|hr_030|logistics_014|it_023|iplic_016|amendment_007|finset_011|reconciliation_006|iplic_016|iplic_015|sla_008|property_025|notice_005|procure_022,0.49396551724137927,0.2773631840796019,0.15923352988008171,0.17155172413793107,0.6288659793814433,0.6174863387978142,0.12,0.6666666666666667
30,acceptance_004|shipping_027|sla_008|property_025|notice_005|iplic_015|it_024|acceptance_004|infosec_029|hr_020|property_025|iplic_015|shipping_027|sla_008|reconciliation_006|iplic_016|logistics_014|procurement_002|procurement_002|logistics_014|property_026|privacy_017|sla_008|finset_012|it_024|finset_012|hr_019|iplic_016|it_024|acceptance_004,0.4896193771626298,0.33848314606741575,0.255096940737079,0.2110726643598616,0.7326732673267327,0.5698324022346368,0.07407407407407407,0.6651376146788991
31,iplic_015|hr_030|procure_021|procure_021|property_026|iplic_015|procurement_002|finance_028|reconciliation_006|it_023|trip_001|authority_003|privacy_017|logistics_014|acceptance_004|trip_001|iplic_015|notice_005|notice_005|procure_021|acceptance_004|approval_chain_009|privacy_018|iplic_016|authority_003|shipping_027|it_023|finance_028|amendment_007|hr_019,0.4851138353765324,0.2579710144927536,0.23981692077138644,0.1935201401050788,0.6666666666666667,0.5246913580246915,0.05999999999999994,0.6313131313131313
32,iplic_015|hr_030|finset_011|it_023|hr_030|hr_030|property_025|sla_008|iplic_015|hr_019|property_025|reconciliation_006|iplic_016|hr_019|reconciliation_006|approval_chain_009|it_024|acceptance_004|procurement_002|logistics_014|amendment_007|infosec_029|finset_012|privacy_018|approval_chain_009|property_025|privacy_018|amendment_007|property_025|acceptance_004,0.48791018998272884,0.28875379939209733,0.2478464013438107,0.22884283246977544,0.693069306930693,0.547486033519553,0.0535714285714286,0.6454545454545454
33,finset_012|finset_011|reconciliation_006|acceptance_004|privacy_017|authority_003|finset_012|authority_003|it_024|procure_021|asset_scope_010|notice_005|finset_011|it_023|procure_022|hr_019|property_025|infosec_029|finance_028|privacy_017|privacy_017|procurement_002|procure_022|asset_scope_010|property_025|reconciliation_006|finance_028|hr_020|asset_scope_010|notice_005,0.48344947735191635,0.2692847124824685,0.20016038935899572,0.1733449477351916,0.6666666666666666,0.5795454545454545,0.11764705882352944,0.6651162790697673
34,acceptance_004|trip_001|hr_020|notice_005|procure_021|trip_001|iplic_015|iplic_015|procure_022|finset_011|approval_chain_009|notice_005|procure_022|reconciliation_006|privacy_018|finset_012|asset_scope_010|procure_022|property_025|hr_020|shipping_027|procure_021|privacy_017|property_026|asset_scope_010|property_026|notice_005|property_026|amendment_007|infosec_029,0.45320623916811087,0.2795216741405082,0.2688876259500177,0.20190641247833618,0.6263736263736264,0.52,0.07547169811320753,0.619718309859155
35,logistics_014|iplic_016|procure_021|infosec_029|approval_chain_009|logistics_013|privacy_018|hr_030|acceptance_004|shipping_027|iplic_016|reconciliation_006|it_024|asset_scope_010|iplic_016|infosec_029|privacy_018|sla_008|reconciliation_006|it_023|procure_022|authority_003|iplic_016|finance_028|procurement_002|logistics_013|privacy_018|hr_019|privacy_017|property_026,0.4702886247877759,0.3364116094986807,0.20524521224860787,0.1977928692699491,0.6886792452830189,0.5693069306930694,0.06896551724137928,0.6544715447154472
36,trip_001|logistics_014|property_025|it_024|it_023|iplic_016|reconciliation_006|procurement_002|notice_005|hr_019|hr_030|shipping_027|finset_012|reconciliation_006|trip_001|approval_chain_009|hr_019|sla_008|it_023|finset_012|property_025|it_023|notice_005|privacy_017|procure_021|iplic_015|hr_030|acceptance_004|it_024|shipping_027,0.49827882960413084,0.278805120910384,0.24884255637267688,0.2168674698795181,0.69,0.5611111111111111,0.07272727272727275,0.656108597285068
37,hr_030|finance_028|it_024|finset_011|infosec_029|property_026|hr_019|hr_030|hr_019|sla_008|privacy_017|procure_022|sla_008|hr_019|logistics_014|acceptance_004|logistics_013|finset_011|approval_chain_009|finset_012|procurement_002|iplic_016|it_024|logistics_014|property_025|finset_012|procure_022|it_024|privacy_018|procure_022,0.515728476821192,0.3147459727385377,0.2314204007912617,0.20529801324503316,0.6612903225806451,0.6150442477876106,0.1384615384615384,0.6642599277978339
38,it_024|it_023|property_026|acceptance_004|approval_chain_009|hr_020|finset_012|iplic_015|procure_022|finset_012|hr_020|procure_021|notice_005|infosec_029|it_024|logistics_014|logistics_013|infosec_029|iplic_016|procurement_002|logistics_014|hr_030|infosec_029|procure_022|it_023|hr_019|hr_020|hr_019|finset_012|asset_scope_010,0.47930463576158944,0.3324396782841823,0.2678784056267501,0.21026490066225167,0.6507936507936508,0.5446428571428572,0.08823529411764708,0.6313868613138687
39,procurement_002|finset_011|hr_030|asset_scope_010|procurement_002|logistics_014|property_025|procure_022|finance_028|finset_011|finset_011|procurement_002|it_024|hr_019|procurement_002|notice_005|property_025|logistics_013|privacy_017|hr_020|asset_scope_010|reconciliation_006|finset_011|hr_020|finset_012|infosec_029|finance_028|hr_020|acceptance_004|procure_022,0.47676419965576594,0.33090379008746357,0.2483860612518099,0.20223752151462993,0.7115384615384615,0.536842105263158,0.0862068965517242,0.6637931034482758
40,logistics_014|authority_003|hr_019|amendment_007|amendment_007|logistics_014|hr_020|procure_022|authority_003|privacy_018|shipping_027|property_025|it_024|asset_scope_010|shipping_027|acceptance_004|notice_005|hr_020|it_024|it_024|it_023|hr_030|finance_028|amendment_007|hr_019|shipping_027|it_024|asset_scope_010|reconciliation_006|approval_chain_009,0.4747826086956522,0.2157434402332361,0.2287048748353096,0.18608695652173912,0.7653061224489796,0.5654761904761905,0.09615384615384615,0.6747572815533981
41,iplic_015|it_024|approval_chain_009|notice_005|privacy_018|procure_021|amendment_007|authority_003|authority_003|property_026|notice_005|hr_020|approval_chain_009|finset_012|asset_scope_010|logistics_014|property_025|iplic_016|privacy_017|privacy_017|property_026|privacy_017|finset_012|property_025|logistics_013|iplic_015|it_023|trip_001|it_023|hr_020,0.4820819112627987,0.30484330484330485,0.2649417135765258,0.2107508532423208,0.6990291262135923,0.5340314136125655,0.06896551724137934,0.6508620689655171
42,shipping_027|notice_005|iplic_016|hr_020|notice_005|privacy_017|amendment_007|privacy_017|procurement_002|asset_scope_010|property_025|finset_011|privacy_018|finset_011|hr_019|procure_021|approval_chain_009|finance_028|finset_012|finance_028|logistics_014|approval_chain_009|finance_028|acceptance_004|iplic_016|it_023|procure_022|privacy_017|it_024|hr_020,0.4957555178268251,0.31999999999999995,0.2508534287821214,0.1952461799660441,0.7264150943396227,0.5742574257425743,0.1034482758620689,0.6788617886178862
43,amendment_007|finset_012|hr_020|procure_022|hr_020|procure_022|shipping_027|it_023|approval_chain_009|procure_021|finset_012|trip_001|hr_019|property_026|property_026|privacy_018|notice_005|procure_021|property_026|trip_001|finset_011|iplic_016|asset_scope_010|logistics_014|finset_012|privacy_018|authority_003|trip_001|hr_019|reconciliation_006,0.46853741496598644,0.2681258549931601,0.235950061842919,0.20323129251700678,0.6442307692307693,0.5421052631578948,0.08771929824561409,0.6223175965665236
44,authority_003|approval_chain_009|amendment_007|finance_028|property_026|hr_020|privacy_017|procurement_002|reconciliation_006|notice_005|trip_001|hr_020|it_023|asset_scope_010|it_023|procure_022|hr_020|procure_022|iplic_015|hr_019|logistics_013|logistics_014|it_024|it_023|approval_chain_009|privacy_017|amendment_007|sla_008|iplic_016|procurement_002,0.4903339191564148,0.25523012552301255,0.20730795273853264,0.17838312829525482,0.6896551724137931,0.5757575757575758,0.12765957446808507,0.6716417910447761
45,hr_030|privacy_017|hr_019|acceptance_004|approval_chain_009|finset_012|procure_021|reconciliation_006|shipping_027|notice_005|notice_005|acceptance_004|property_025|procure_021|reconciliation_006|hr_019|notice_005|amendment_007|property_025|property_025|finance_028|it_024|logistics_013|privacy_018|it_023|trip_001|hr_019|finance_028|notice_005|iplic_016,0.4895833333333333,0.234375,0.25583137926887933,0.20052083333333337,0.6774193548387097,0.5722543352601157,0.07692307692307698,0.663551401869159
46,privacy_018|reconciliation_006|it_024|approval_chain_009|it_024|infosec_029|iplic_016|hr_030|hr_030|procure_021|asset_scope_010|shipping_027|finance_028|hr_030|iplic_016|procure_022|it_024|hr_020|procure_021|iplic_015|reconciliation_006|property_025|logistics_014|amendment_007|it_023|approval_chain_009|hr_030|hr_019|hr_030|asset_scope_010,0.47563025210084037,0.3279411764705883,0.2507861326348721,0.22100840336134453,0.6929824561403508,0.5336538461538461,0.046875,0.6535433070866141
47,property_025|iplic_015|shipping_027|logistics_013|reconciliation_006|acceptance_004|procure_021|shipping_027|logistics_014|it_023|iplic_016|amendment_007|finset_011|logistics_013|infosec_029|privacy_017|property_025|it_024|privacy_018|it_023|property_025|amendment_007|finset_011|hr_019|logistics_014|authority_003|trip_001|hr_020|it_023|sla_008,0.49328859060402686,0.3268156424581005,0.27577767124746977,0.22567114093959728,0.7179487179487178,0.5365853658536586,0.0625,0.6559999999999999
48,procure_022|it_024|asset_scope_010|acceptance_004|privacy_018|privacy_017|property_026|finset_012|procure_022|finance_028|hr_020|logistics_014|acceptance_004|logistics_014|iplic_016|approval_chain_009|finset_012|reconciliation_006|trip_001|asset_scope_010|it_023|asset_scope_010|privacy_018|reconciliation_006|authority_003|it_024|trip_001|procure_022|hr_020|logistics_013,0.48700173310225303,0.27548209366391185,0.20458334271159223,0.1975736568457539,0.7021276595744681,0.5755813953488371,0.12,0.6586538461538461
49,procure_022|hr_019|iplic_016|reconciliation_006|it_024|it_024|finset_012|it_023|logistics_014|authority_003|iplic_015|finset_011|trip_001|privacy_017|logistics_013|procurement_002|sla_008|authority_003|shipping_027|approval_chain_009|hr_019|property_025|property_026|shipping_027|iplic_016|hr_030|trip_001|property_026|logistics_013|hr_019,0.5084602368866328,0.27435897435897433,0.21252139475489729,0.19796954314720816,0.6759259259259259,0.595,0.1034482758620689,0.6666666666666667
50,reconciliation_006|acceptance_004|hr_020|procurement_002|hr_020|reconciliation_006|notice_005|notice_005|procure_021|it_024|shipping_027|authority_003|it_023|logistics_014|it_024|infosec_029|hr_030|logistics_014|property_025|logistics_014|iplic_015|it_023|trip_001|hr_030|shipping_027|finset_011|procure_022|finset_012|notice_005|iplic_015,0.48547008547008547,0.28388017118402287,0.26229819563152895,0.20854700854700858,0.709090909090909,0.516304347826087,0.06779661016949146,0.6412556053811659
51,finset_012|shipping_027|property_025|iplic_016|amendment_007|hr_030|procurement_002|it_024|procure_022|trip_001|property_026|iplic_015|iplic_015|procure_021|property_026|reconciliation_006|privacy_018|authority_003|it_024|amendment_007|authority_003|logistics_013|notice_005|hr_030|shipping_027|asset_scope_010|shipping_027|shipping_027|it_023|asset_scope_010,0.4370689655172414,0.31034482758620696,0.25693828680897635,0.20948275862068966,0.7142857142857143,0.49450549450549447,0.017241379310344862,0.6351351351351351
52,logistics_013|trip_001|it_023|acceptance_004|procurement_002|authority_003|iplic_016|shipping_027|privacy_018|authority_003|approval_chain_009|it_024|property_026|hr_019|hr_030|privacy_017|procure_022|iplic_015|privacy_018|approval_chain_009|shipping_027|hr_030|shipping_027|procure_021|shipping_027|logistics_014|iplic_015|hr_030|privacy_018|procure_022,0.4823529411764706,0.30968622100954973,0.2491481441061273,0.21176470588235297,0.663716814159292,0.5454545454545454,0.07936507936507942,0.6352941176470588
53,sla_008|property_025|it_024|shipping_027|logistics_014|amendment_007|privacy_017|approval_chain_009|finset_012|privacy_018|procure_021|trip_001|hr_020|finset_012|procurement_002|approval_chain_009|iplic_016|asset_scope_010|property_025|privacy_018|procure_022|shipping_027|asset_scope_010|it_023|finance_028|procure_022|hr_020|sla_008|acceptance_004|amendment_007,0.4565217391304348,0.3272727272727273,0.26970788631658194,0.2182608695652174,0.7096774193548387,0.5433526011560694,0.07692307692307698,0.6523809523809523
54,hr_030|property_026|amendment_007|hr_020|infosec_029|infosec_029|iplic_016|authority_003|finset_012|logistics_013|iplic_016|notice_005|procure_021|property_026|finance_028|finance_028|finance_028|approval_chain_009|privacy_017|shipping_027|iplic_015|privacy_017|procure_021|finset_012|it_024|trip_001|notice_005|authority_003|finset_012|it_023,0.46979865771812085,0.3556187766714082,0.28909287021703134,0.21895973154362414,0.7027027027027027,0.5023696682464456,0.03076923076923077,0.642023346303502
55,privacy_018|hr_019|it_023|hr_019|procure_021|acceptance_004|sla_008|property_026|it_023|sla_008|hr_020|procure_021|logistics_014|finance_028|approval_chain_009|it_023|infosec_029|notice_005|hr_020|privacy_018|iplic_016|procure_022|hr_019|it_023|shipping_027|hr_020|finset_011|iplic_015|shipping_027|it_024,0.471900826446281,0.3425034387895461,0.31102345771767276,0.2214876033057851,0.696,0.5288888888888889,0.07246376811594202,0.6353790613718412
56,asset_scope_010|finset_012|iplic_015|notice_005|infosec_029|notice_005|hr_020|procure_022|hr_020|acceptance_004|reconciliation_006|procure_021|iplic_015|hr_019|acceptance_004|notice_005|shipping_027|procure_021|property_025|procurement_002|amendment_007|trip_001|privacy_017|procurement_002|it_024|reconciliation_006|sla_008|sla_008|hr_020|property_025,0.4579606440071556,0.2660406885758998,0.26373484396740215,0.19588550983899822,0.641025641025641,0.5205479452054795,0.06666666666666676,0.6312849162011174
57,property_026|finset_012|privacy_017|property_026|infosec_029|finset_012|privacy_018|finset_011|privacy_017|hr_019|procure_021|property_025|procurement_002|property_025|procure_021|procure_021|reconciliation_006|authority_003|privacy_018|asset_scope_010|sla_008|privacy_018|privacy_018|amendment_007|hr_020|property_026|it_023|amendment_007|notice_005|infosec_029,0.44142614601018676,0.33687405159332323,0.26808688387635765,0.21561969439728357,0.6666666666666667,0.5049999999999999,0.04761904761904767,0.6122448979591837
