replicate,sampled_cases,total_rows,valid_rows,format_failures,format_success_rate,answer_accuracy,decision_accuracy,missing_information_accuracy,evidence_precision,evidence_recall,evidence_f1,unsupported_evidence_rate,decision_required_count,ab_flip_strict_score,ab_flip_strict_numerator,ab_flip_strict_denominator,ab_flip_strict_missed_update_rate,ab_flip_strict_over_update_rate,ab_flip_valid_score,ab_flip_valid_numerator,ab_flip_valid_denominator,ab_flip_valid_missed_update_rate,ab_flip_valid_over_update_rate,ab_invariant_strict_score,ab_invariant_strict_numerator,ab_invariant_strict_denominator,ab_invariant_strict_missed_update_rate,ab_invariant_strict_over_update_rate,ab_invariant_valid_score,ab_invariant_valid_numerator,ab_invariant_valid_denominator,ab_invariant_valid_missed_update_rate,ab_invariant_valid_over_update_rate,ac_nuisance_flip_strict_score,ac_nuisance_flip_strict_numerator,ac_nuisance_flip_strict_denominator,ac_nuisance_flip_strict_missed_update_rate,ac_nuisance_flip_strict_over_update_rate,ac_nuisance_flip_valid_score,ac_nuisance_flip_valid_numerator,ac_nuisance_flip_valid_denominator,ac_nuisance_flip_valid_missed_update_rate,ac_nuisance_flip_valid_over_update_rate,ac_causal_invariant_strict_score,ac_causal_invariant_strict_numerator,ac_causal_invariant_strict_denominator,ac_causal_invariant_strict_missed_update_rate,ac_causal_invariant_strict_over_update_rate,ac_causal_invariant_valid_score,ac_causal_invariant_valid_numerator,ac_causal_invariant_valid_denominator,ac_causal_invariant_valid_missed_update_rate,ac_causal_invariant_valid_over_update_rate
10,acceptance_004|approval_chain_009|procure_022|privacy_018|amendment_007|finset_012|approval_chain_009|sla_008|amendment_007|shipping_027|hr_030|approval_chain_009|logistics_013|finset_012|hr_019|procure_021|it_024|finset_011|logistics_014|authority_003|procurement_002|trip_001|sla_008|notice_005|notice_005|it_024|finset_012|property_026|it_024|property_026,1130,888,242,0.7858407079646018,0.2920353982300885,0.5238095238095238,0.7778761061946903,0.47148967551622417,0.5122418879056047,0.47504705717095097,0.24620943952802357,630,0.1744186046511628,15.0,86.0,0.8255813953488372,0.0,1.0,15.0,15.0,0.0,0.0,0.4407894736842105,67.0,152.0,0.0,0.5592105263157895,0.9571428571428572,67.0,70.0,0.0,0.04285714285714286,0.5833333333333334,28.0,48.0,0.4166666666666667,0.0,1.0,28.0,28.0,0.0,0.0,0.3064516129032258,57.0,186.0,0.0,0.6935483870967742,0.95,57.0,60.0,0.0,0.05
11,iplic_016|finset_011|asset_scope_010|asset_scope_010|procure_021|iplic_016|infosec_029|iplic_016|iplic_016|it_023|shipping_027|procurement_002|amendment_007|procure_021|privacy_018|privacy_018|asset_scope_010|amendment_007|iplic_015|procurement_002|hr_030|property_026|shipping_027|asset_scope_010|finset_012|finset_011|finset_011|logistics_014|it_023|authority_003,1166,940,226,0.8061749571183533,0.32675814751286447,0.41543026706231456,0.7941680960548885,0.4714265294453973,0.5054888507718697,0.4712121212121212,0.24555460263007434,674,0.20388349514563106,21.0,103.0,0.7961165048543689,0.0,0.9130434782608695,21.0,23.0,0.08695652173913043,0.0,0.418848167539267,80.0,191.0,0.0,0.581151832460733,1.0,80.0,80.0,0.0,0.0,0.5517241379310345,32.0,58.0,0.4482758620689655,0.0,1.0,32.0,32.0,0.0,0.0,0.2974137931034483,69.0,232.0,0.0,0.7025862068965517,1.0,69.0,69.0,0.0,0.0
12,iplic_016|finance_028|hr_019|it_023|finset_012|shipping_027|trip_001|approval_chain_009|it_023|property_026|shipping_027|shipping_027|logistics_014|asset_scope_010|amendment_007|privacy_018|logistics_014|reconciliation_006|acceptance_004|approval_chain_009|trip_001|property_025|shipping_027|finset_012|finance_028|iplic_016|it_024|it_024|finset_011|shipping_027,1184,912,272,0.7702702702702703,0.2972972972972973,0.4834054834054834,0.7668918918918919,0.41365427927927934,0.46048704954954955,0.42233148326898323,0.2510416666666667,693,0.13392857142857142,15.0,112.0,0.8660714285714286,0.0,0.8823529411764706,15.0,17.0,0.11764705882352941,0.0,0.41836734693877553,82.0,196.0,0.0,0.5816326530612245,0.9647058823529412,82.0,85.0,0.0,0.03529411764705882,0.5573770491803278,34.0,61.0,0.4426229508196721,0.0,1.0,34.0,34.0,0.0,0.0,0.2719665271966527,65.0,239.0,0.0,0.7280334728033473,0.9558823529411765,65.0,68.0,0.0,0.04411764705882353
13,iplic_015|sla_008|amendment_007|finance_028|iplic_015|acceptance_004|iplic_015|hr_019|trip_001|property_026|property_026|it_023|hr_020|iplic_016|procure_022|procurement_002|property_026|logistics_014|procure_021|procure_022|it_024|authority_003|finset_011|hr_020|finset_011|amendment_007|notice_005|procurement_002|logistics_014|amendment_007,1158,943,215,0.8143350604490501,0.27979274611398963,0.494475138121547,0.8031088082901554,0.4106937248128958,0.4476683937823835,0.413199413328947,0.3043321819228555,724,0.15841584158415842,16.0,101.0,0.8415841584158416,0.0,0.9411764705882353,16.0,17.0,0.058823529411764705,0.0,0.3854748603351955,69.0,179.0,0.0,0.6145251396648045,0.9857142857142858,69.0,70.0,0.0,0.014285714285714285,0.5185185185185185,28.0,54.0,0.48148148148148145,0.0,1.0,28.0,28.0,0.0,0.0,0.26605504587155965,58.0,218.0,0.0,0.7339449541284404,0.9830508474576272,58.0,59.0,0.0,0.01694915254237288
14,procurement_002|hr_030|amendment_007|amendment_007|notice_005|it_024|logistics_013|trip_001|shipping_027|logistics_013|finance_028|amendment_007|logistics_013|approval_chain_009|shipping_027|finance_028|approval_chain_009|privacy_017|approval_chain_009|procure_021|shipping_027|finset_012|iplic_015|asset_scope_010|sla_008|notice_005|finset_012|notice_005|privacy_017|amendment_007,1120,892,228,0.7964285714285714,0.31607142857142856,0.4983164983164983,0.7830357142857143,0.4962202380952381,0.5227380952380952,0.49258857709750564,0.21538690476190478,594,0.19230769230769232,15.0,78.0,0.8076923076923077,0.0,1.0,15.0,15.0,0.0,0.0,0.4726027397260274,69.0,146.0,0.0,0.5273972602739726,0.9857142857142858,69.0,70.0,0.0,0.014285714285714285,0.6086956521739131,28.0,46.0,0.391304347826087,0.0,1.0,28.0,28.0,0.0,0.0,0.3202247191011236,57.0,178.0,0.0,0.6797752808988764,0.9827586206896551,57.0,58.0,0.0,0.017241379310344827
15,privacy_017|approval_chain_009|iplic_016|procure_021|notice_005|notice_005|logistics_013|hr_030|trip_001|hr_019|finset_011|procure_021|procure_022|hr_030|finset_012|hr_019|iplic_015|authority_003|procure_021|privacy_018|hr_020|it_023|hr_030|trip_001|property_025|trip_001|approval_chain_009|acceptance_004|it_023|privacy_017,1176,922,254,0.7840136054421769,0.2423469387755102,0.4816326530612245,0.766156462585034,0.3641298185941043,0.4145549886621315,0.3764050858438614,0.31104024943310654,735,0.19801980198019803,20.0,101.0,0.801980198019802,0.0,0.9090909090909091,20.0,22.0,0.09090909090909091,0.0,0.38341968911917096,74.0,193.0,0.0,0.616580310880829,0.9866666666666667,74.0,75.0,0.0,0.013333333333333334,0.5263157894736842,30.0,57.0,0.47368421052631576,0.0,1.0,30.0,30.0,0.0,0.0,0.270042194092827,64.0,237.0,0.0,0.729957805907173,0.9846153846153847,64.0,65.0,0.0,0.015384615384615385
16,notice_005|asset_scope_010|approval_chain_009|logistics_014|finset_011|logistics_013|hr_019|authority_003|trip_001|infosec_029|sla_008|approval_chain_009|sla_008|finset_012|infosec_029|hr_020|finance_028|it_023|reconciliation_006|logistics_014|procure_022|hr_020|privacy_017|property_026|privacy_018|logistics_013|acceptance_004|procure_021|reconciliation_006|logistics_014,1152,925,227,0.8029513888888888,0.2630208333333333,0.5206258890469416,0.7960069444444444,0.38450520833333335,0.4348524305555556,0.39366181657848315,0.3099392361111111,703,0.16161616161616163,16.0,99.0,0.8383838383838383,0.0,0.9411764705882353,16.0,17.0,0.058823529411764705,0.0,0.38922155688622756,65.0,167.0,0.0,0.6107784431137725,1.0,65.0,65.0,0.0,0.0,0.5098039215686274,26.0,51.0,0.49019607843137253,0.0,1.0,26.0,26.0,0.0,0.0,0.270935960591133,55.0,203.0,0.0,0.729064039408867,1.0,55.0,55.0,0.0,0.0
17,hr_020|trip_001|procure_021|asset_scope_010|sla_008|authority_003|hr_019|asset_scope_010|sla_008|asset_scope_010|procurement_002|logistics_014|authority_003|hr_019|hr_020|privacy_017|finset_011|procure_022|hr_030|finset_011|procure_021|privacy_018|shipping_027|hr_019|logistics_013|it_024|hr_019|sla_008|trip_001|shipping_027,1152,945,207,0.8203125,0.2647569444444444,0.4903581267217631,0.8055555555555556,0.37839988425925924,0.4134982638888889,0.3820291832010582,0.32385706018518523,726,0.1368421052631579,13.0,95.0,0.8631578947368421,0.0,1.0,13.0,13.0,0.0,0.0,0.34502923976608185,59.0,171.0,0.0,0.6549707602339181,0.9833333333333333,59.0,60.0,0.0,0.016666666666666666,0.48,24.0,50.0,0.52,0.0,1.0,24.0,24.0,0.0,0.0,0.23113207547169812,49.0,212.0,0.0,0.7688679245283019,0.98,49.0,50.0,0.0,0.02
18,amendment_007|approval_chain_009|privacy_018|iplic_016|reconciliation_006|hr_019|amendment_007|acceptance_004|hr_030|property_025|authority_003|privacy_018|hr_019|finance_028|procurement_002|it_023|logistics_014|procure_022|iplic_016|logistics_014|acceptance_004|asset_scope_010|approval_chain_009|sla_008|procure_022|sla_008|authority_003|logistics_014|amendment_007|reconciliation_006,1108,942,166,0.8501805054151624,0.194043321299639,0.5241286863270778,0.8465703971119134,0.3780986762936221,0.4029181708784597,0.37346856913643917,0.3719013237063779,746,0.06493506493506493,5.0,77.0,0.935064935064935,0.0,0.8333333333333334,5.0,6.0,0.16666666666666666,0.0,0.21804511278195488,29.0,133.0,0.0,0.7819548872180451,0.9666666666666667,29.0,30.0,0.0,0.03333333333333333,0.3333333333333333,12.0,36.0,0.6666666666666666,0.0,1.0,12.0,12.0,0.0,0.0,0.13580246913580246,22.0,162.0,0.0,0.8641975308641975,0.9565217391304348,22.0,23.0,0.0,0.043478260869565216
19,infosec_029|notice_005|logistics_014|authority_003|iplic_016|authority_003|amendment_007|hr_020|infosec_029|sla_008|trip_001|property_026|shipping_027|amendment_007|sla_008|infosec_029|finset_011|procure_021|finset_012|procure_021|asset_scope_010|infosec_029|property_025|logistics_014|sla_008|shipping_027|iplic_016|privacy_017|procurement_002|authority_003,1140,926,214,0.8122807017543859,0.2649122807017544,0.4533715925394548,0.7991228070175439,0.43893274853801173,0.47372807017543866,0.4393629908103592,0.2707163742690058,697,0.21978021978021978,20.0,91.0,0.7802197802197802,0.0,1.0,20.0,20.0,0.0,0.0,0.39751552795031053,64.0,161.0,0.0,0.6024844720496895,0.9846153846153847,64.0,65.0,0.0,0.015384615384615385,0.5306122448979592,26.0,49.0,0.46938775510204084,0.0,1.0,26.0,26.0,0.0,0.0,0.29743589743589743,58.0,195.0,0.0,0.7025641025641025,0.9830508474576272,58.0,59.0,0.0,0.01694915254237288
20,trip_001|trip_001|finset_012|shipping_027|finance_028|property_026|property_026|finance_028|sla_008|iplic_016|acceptance_004|finance_028|procurement_002|trip_001|hr_030|property_026|trip_001|iplic_016|property_026|procure_021|shipping_027|procurement_002|property_026|finset_012|hr_019|finance_028|property_026|procure_022|asset_scope_010|iplic_015,1174,906,268,0.7717206132879046,0.3100511073253833,0.4657933042212518,0.7555366269165247,0.41206700738216917,0.45971039182282797,0.42314769746626646,0.2514764338444066,687,0.16666666666666666,17.0,102.0,0.8333333333333334,0.0,1.0,17.0,17.0,0.0,0.0,0.4427083333333333,85.0,192.0,0.0,0.5572916666666666,1.0,85.0,85.0,0.0,0.0,0.576271186440678,34.0,59.0,0.423728813559322,0.0,1.0,34.0,34.0,0.0,0.0,0.28936170212765955,68.0,235.0,0.0,0.7106382978723405,1.0,68.0,68.0,0.0,0.0
21,shipping_027|amendment_007|shipping_027|it_024|finset_012|finset_011|reconciliation_006|trip_001|it_023|infosec_029|hr_020|reconciliation_006|property_026|shipping_027|finset_012|finset_012|acceptance_004|procure_021|finset_011|iplic_015|hr_030|hr_019|shipping_027|approval_chain_009|property_025|hr_019|infosec_029|privacy_018|logistics_013|iplic_015,1202,912,290,0.7587354409317804,0.3527454242928453,0.5030864197530864,0.7545757071547421,0.46881586245146983,0.5273155851358847,0.48178432770778856,0.21754021075984473,648,0.24166666666666667,29.0,120.0,0.7583333333333333,0.0,0.9666666666666667,29.0,30.0,0.03333333333333333,0.0,0.5,108.0,216.0,0.0,0.5,0.9818181818181818,108.0,110.0,0.0,0.01818181818181818,0.6285714285714286,44.0,70.0,0.37142857142857144,0.0,1.0,44.0,44.0,0.0,0.0,0.3533834586466165,94.0,266.0,0.0,0.6466165413533834,0.9791666666666666,94.0,96.0,0.0,0.020833333333333332
22,procure_021|reconciliation_006|logistics_014|hr_030|acceptance_004|asset_scope_010|sla_008|hr_019|finance_028|notice_005|hr_019|amendment_007|asset_scope_010|privacy_017|iplic_016|infosec_029|procurement_002|property_026|hr_030|iplic_016|privacy_017|logistics_013|asset_scope_010|iplic_015|sla_008|notice_005|finset_011|hr_019|amendment_007|procure_022,1138,969,169,0.851493848857645,0.2390158172231986,0.4739652870493992,0.8400702987697716,0.37002050380784995,0.39292618629173987,0.3673745362233939,0.36987404803749274,749,0.12643678160919541,11.0,87.0,0.8735632183908046,0.0,1.0,11.0,11.0,0.0,0.0,0.2727272727272727,45.0,165.0,0.0,0.7272727272727273,1.0,45.0,45.0,0.0,0.0,0.4,18.0,45.0,0.6,0.0,1.0,18.0,18.0,0.0,0.0,0.18719211822660098,38.0,203.0,0.0,0.812807881773399,1.0,38.0,38.0,0.0,0.0
23,iplic_016|acceptance_004|logistics_013|trip_001|property_026|logistics_014|procure_021|procurement_002|procurement_002|procurement_002|procure_021|finset_011|infosec_029|iplic_016|approval_chain_009|procure_021|trip_001|hr_030|privacy_017|hr_030|procure_021|shipping_027|asset_scope_010|procurement_002|sla_008|hr_020|logistics_013|hr_020|procure_021|iplic_016,1156,915,241,0.7915224913494809,0.28719723183391005,0.40875912408759124,0.7586505190311419,0.4101066897347174,0.4491782006920415,0.4173786181139122,0.25684832756632064,685,0.21428571428571427,21.0,98.0,0.7857142857142857,0.0,1.0,21.0,21.0,0.0,0.0,0.41208791208791207,75.0,182.0,0.0,0.5879120879120879,1.0,75.0,75.0,0.0,0.0,0.5454545454545454,30.0,55.0,0.45454545454545453,0.0,1.0,30.0,30.0,0.0,0.0,0.2986425339366516,66.0,221.0,0.0,0.7013574660633484,1.0,66.0,66.0,0.0,0.0
24,hr_030|iplic_015|procure_022|hr_020|logistics_014|authority_003|finset_011|iplic_016|procure_021|iplic_015|procure_021|procurement_002|sla_008|finance_028|privacy_017|notice_005|hr_020|iplic_015|logistics_014|reconciliation_006|acceptance_004|hr_020|hr_020|finset_011|iplic_016|property_026|notice_005|privacy_017|privacy_018|hr_030,1188,956,232,0.8047138047138047,0.27104377104377103,0.44473684210526315,0.7912457912457912,0.35816498316498313,0.4063131313131313,0.3696902891347335,0.31102693602693604,760,0.17543859649122806,20.0,114.0,0.8245614035087719,0.0,1.0,20.0,20.0,0.0,0.0,0.38461538461538464,80.0,208.0,0.0,0.6153846153846154,1.0,80.0,80.0,0.0,0.0,0.5161290322580645,32.0,62.0,0.4838709677419355,0.0,1.0,32.0,32.0,0.0,0.0,0.2698412698412698,68.0,252.0,0.0,0.7301587301587301,1.0,68.0,68.0,0.0,0.0
25,it_023|it_023|it_023|procure_021|finset_011|logistics_013|it_024|property_026|sla_008|property_026|procurement_002|finance_028|procure_021|approval_chain_009|hr_020|logistics_013|procure_021|privacy_018|privacy_017|hr_030|approval_chain_009|reconciliation_006|property_025|finset_012|procure_021|hr_020|finset_012|property_026|finset_011|authority_003,1198,902,296,0.7529215358931552,0.3589315525876461,0.45705024311183146,0.7370617696160268,0.48092654424040066,0.5430300500834725,0.49429339905132896,0.17015859766277128,617,0.226890756302521,27.0,119.0,0.773109243697479,0.0,0.9,27.0,30.0,0.1,0.0,0.5207373271889401,113.0,217.0,0.0,0.4792626728110599,0.9826086956521739,113.0,115.0,0.0,0.017391304347826087,0.647887323943662,46.0,71.0,0.352112676056338,0.0,1.0,46.0,46.0,0.0,0.0,0.3584905660377358,95.0,265.0,0.0,0.6415094339622641,0.979381443298969,95.0,97.0,0.0,0.020618556701030927
26,acceptance_004|amendment_007|finset_012|it_024|privacy_017|shipping_027|property_025|approval_chain_009|it_023|iplic_016|sla_008|privacy_018|notice_005|finset_011|procure_022|procure_022|iplic_015|it_024|iplic_015|finset_012|authority_003|privacy_018|procure_022|acceptance_004|sla_008|property_025|shipping_027|property_025|sla_008|asset_scope_010,1160,901,259,0.7767241379310345,0.2818965517241379,0.445095168374817,0.7741379310344828,0.4272413793103448,0.472816091954023,0.43260057471264374,0.2641379310344828,683,0.17894736842105263,17.0,95.0,0.8210526315789474,0.0,0.9444444444444444,17.0,18.0,0.05555555555555555,0.0,0.3783783783783784,70.0,185.0,0.0,0.6216216216216216,0.9333333333333333,70.0,75.0,0.0,0.06666666666666667,0.5454545454545454,30.0,55.0,0.45454545454545453,0.0,1.0,30.0,30.0,0.0,0.0,0.26222222222222225,59.0,225.0,0.0,0.7377777777777778,0.921875,59.0,64.0,0.0,0.078125
